Tipo o rol declarante;Nombre Establecimiento;Razón Social;ID Establecimiento VU;Rubro RETC;CIIU6;CIIU4;Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Número Capítulo;Capítulo LER;Número Subcapítulo;Subcapítulo LER;Número LER;Nombre LER;Tratamiento;Valorización/Eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;ID Establecimiento VU Destinatario;Nombre Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;879933;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Elqui;La Serena;19;282694;6689933;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;649,74;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CALBUCO;I MUNICIPALIDAD DE CALBUCO;912279;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Los Lagos;Llanquihue;Calbuco;18;655650;5373777;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;8426,1;Declaración;2019;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;2154307;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Los Lagos;Llanquihue;Fresia;18;632889;5443383;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;239,26;Declaración;2019;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cardenal Caro;Paredones;19;234201;6161725;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;1819,79;Declaración;2019;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;4053447;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Metropolitana de Santiago;Santiago;Renca;19;341643;6302487;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Pretratamiento de Metales;Valorización;0,07;Declaración;2019;5467254;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA;Renca;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;5463019;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;7,8;Declaración;2019;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LIMACHE;I MUNICIPALIDAD DE LIMACHE;3130791;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Marga Marga;Limache;19;288919;6345389;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;217,51;Declaración;2019;5452216;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE SALAMANCA;I MUNICIPALIDAD DE SALAMANCA;879730;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Choapa;Salamanca;19;314348;6481999;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;4;Lodos de fosas sépticas;Vertedero;Eliminación;15;Declaración;2019;5461047;VERTEDERO MUNICIPAL EL QUEÑE;I MUNICIPALIDAD DE SALAMANCA | VERTEDERO MUNICIPAL EL QUEÑE;Salamanca;Coquimbo
Municipio;EDIFICIO MUNICIPAL;I MUNICIPALIDAD DE PITRUFQUEN;5468864;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Pitrufquén;18;704635;5681992;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;29,85;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CURACAVI;I MUNICIPALIDAD DE CURACAVI;5477295;;;;Metropolitana de Santiago;Melipilla;Curacaví;19;301294;6301719;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;84;Declaración;2019;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;886;Declaración;2019;4587637;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;1965230;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Araucanía;Cautín;Galvarino;18;693649;5746490;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;150,34;Declaración;2019;5461913;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE BUIN;ILUSTRE MUNICIPALIDAD DE BUIN;325223;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Buin;19;338645;6266223;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Pretratamiento de plásticos;Valorización;14,07;Declaración;2019;5460733;GREENDOT;GREENDOT SPA | GREENDOT;Buin;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MAIPÚ;I MUNICIPALIDAD DE MAIPU;4053444;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Maipú;19;336480;6290708;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;275,05;Declaración;2019;5462303;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES;Antofagasta;Antofagasta
Municipio;ILUSTRE MUNICIPALIDAD DE PERQUENCO;I MUNICIPALIDAD DE PERQUENCO;1965231;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Perquenco;18;728859;5744156;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;22,65;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;5441028;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Aysén;18;680104;4969316;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;9800;Declaración;2019;5465986;SERVICIOS BAHAMONDE;SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA | SERVICIOS BAHAMONDE;Aysén;Aysén del Gral. Carlos Ibáñez del Campo
Municipio;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;I MUNICIPALIDAD DE LOS LAGOS;911603;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Los Ríos;Valdivia;Los Lagos;18;686715;5585185;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Reciclaje de Aparatos eléctricos y electrónicos;Valorización;7;Declaración;2019;5458859;MAX RODRIGUEZ;RODRIGUEZ | MAX RODRIGUEZ;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;I MUNICIPALIDAD DE CURANILAHUE;1965224;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Arauco;Curanilahue;18;646264;5851039;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;1,35;Declaración;2019;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;879934;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Coquimbo;Elqui;Coquimbo;19;274292;6683456;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;101223;Declaración;2019;5473631;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA | RELLENO SANITARIO EL PANUL;Coquimbo;Coquimbo
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTERO;ILUSTRE MUNICIPALIDAD DE QUINTERO;4055167;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Quintero;19;263301;6369659;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;17,4;Declaración;2019;5468895;RECIPET SA;RECIPET S A | RECIPET SA;Santiago;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;4053500;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Florida;19;351534;6289621;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;3151,68;Declaración;2019;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA;Talagante;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PAINE;I MUNICIPALIDAD DE PAINE;4055177;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Paine;19;338770;6257794;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;29299;Declaración;2019;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA;Talagante;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PETORCA;I MUNICIPALIDAD DE PETORCA;4054471;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Petorca;Petorca;19;318099;6430144;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;3060,5;Declaración;2019;;;MARINEE TORRES;;
Municipio;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;8356;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;El Bosque;19;345366;6285856;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;41,87;Declaración;2019;5467277;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES LA PINTANA;La Pintana;Metropolitana de Santiago
