"tipo_o_rol_declarante";"nombre_establecimiento";"razon_social";"id_establecimiento_vu";"rubro_retc";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"ILUSTRE MUNICIPALIDAD DE ANDACOLLO";"I MUNICIPALIDAD DE ANDACOLLO";5441431;"Municipio";"Coquimbo";"Elqui";"Andacollo";19;300833;6650999;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";3179;"Declaración";2018;5473631;"RELLENO SANITARIO EL PANUL";"INVERSIONES PANUL LIMITADA | RELLENO SANITARIO EL PANUL";"Coquimbo";"Coquimbo"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PUTRE";"ILUSTRE MUNICIPALIDAD DE PUTRE";4448077;"Municipio";"Arica y Parinacota";"Parinacota";"Putre";19;440869;7987860;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Basural";"Eliminación";13,26;"Declaración";2018;5473154;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL";"Arica";"Arica y Parinacota"
"Municipio";"ILUSTRE MUNICIPALIDAD DE HUECHURABA";"I MUNICIPALIDAD DE HUECHURABA";5441725;"Municipio";"Metropolitana";"Santiago";"Huechuraba";19;347907;6305951;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";53172;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA SERENA";"ILUSTRE MUNICIPALIDAD DE LA SERENA";879933;"Municipio";"Coquimbo";"Elqui";"La Serena";19;282694;6689933;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";569,15;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁNGELES";"I MUNICIPALIDAD DE LOS ANGELES";1963508;"Municipio";"Biobío";"Biobío";"Los Angeles";18;734262;5849572;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de Papel y Cartón";"Valorización";12,57;"Declaración";2018;5469824;"RECUPERADORA MYF LTDA";"SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES             RECICLABLES MARIA Y FAMI | RECUPERADORA MYF LTDA";"Los Angeles";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Municipio";"Metropolitana";"Santiago";"La Florida";19;351534;6289621;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";27,09;"Declaración";2018;5468895;"RECIPET SA";"RECIPET S A | RECIPET SA";"Santiago";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LONGAVÍ";"ILUSTRE MUNICIPALIDAD DE LONGAVÍ";3023089;"Municipio";"Maule";"Linares";"Longaví";19;258038;6016757;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Relleno sanitario";"Eliminación";2340;"Declaración";2018;NA;"";"STARCO S.A.";"";""
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Municipio";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";"Valorización";2;"Declaración";2018;NA;"";"PABLO NIÑO BASTIAS";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Municipio";"Metropolitana";"Santiago";"La Florida";19;351534;6289621;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";"Valorización";24,46;"Declaración";2018;NA;"";"RECYGREEN";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TEMUCO";"I MUNICIPALIDAD DE TEMUCO";1965235;"Municipio";"Araucanía";"Cautín";"Temuco";18;709441;5709773;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Sitio de Escombros de la Construcción";"Eliminación";4158;"Declaración";2018;NA;"";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE HUALPÉN";"MUNICIPALIDAD DE HUALPEN";339059;"Municipio";"Biobío";"Concepción";"Hualpén";18;670619;5926966;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";35325;"Declaración";2018;33161;"PLANTA COPIULEMU";"HIDRONOR CHILE S A | PLANTA COPIULEMU";"Florida";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE NACIMIENTO DEPARTAMENTO DE SLAUD";"I MUNICIPALIDAD DE NACIMIENTO";1963515;"Municipio";"Biobío";"Biobío";"Nacimiento";18;705897;5846841;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";7005,38;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"MUNICIPALIDAD DE PUENTE ALTO";"I MUNICIPALIDAD DE PUENTE ALTO";5463019;"Municipio";"Metropolitana";"Cordillera";"Puente Alto";19;353437;6281861;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de plásticos";"Valorización";50,97;"Declaración";2018;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL S A | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO";"I MUNICIPALIDAD DE CALERA DE TANGO";5441689;"Municipio";"Metropolitana";"Maipo";"Calera de Tango";19;336617;6277457;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Valorización";"Valorización";5,49;"Declaración";2018;NA;"";"MENOR 12 DE TONELADAS ANUALES |  MENOR 12 DE TONELADAS ANUALES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LAMPA";"ILUSTRE MUNICIPALIDAD DE LAMPA";325221;"Municipio";"Metropolitana";"Chacabuco";"Lampa";19;325103;6315559;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";2,56;"Declaración";2018;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CARTAGENA";"ILUSTRE MUNICIPALIDAD DE CARTAGENA";4055183;"Municipio";"Valparaíso";"San Antonio";"Cartagena";19;258268;6285020;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";2,4;"Declaración";2018;5467286;"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES S A PLANTA RENCA";"Renca";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Municipio";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";208,44;"Declaración";2018;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS";253477;"Municipio";"Los Lagos";"Llanquihue";"Puerto Varas";18;668798;5424124;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";16283,9;"Declaración";2018;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Municipio";"Metropolitana";"Santiago";"La Florida";19;351534;6289621;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35";"Pretratamiento de Metales";"Valorización";0,01;"Declaración";2018;105675;"RECYCLA CHILE SA";"RECYCLA CHILE S A | RECYCLA CHILE SA";"Pudahuel";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";"I MUNICIPALIDAD DE FUTALEUFU";325229;"Municipio";"Los Lagos";"Palena";"Futaleufú";19;266954;5214513;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35";"Reciclaje de metales";"Valorización";2,5;"Declaración";2018;5442331;"COMPAÑÍA NACIONAL DE RECICLAJE";"COMPANIA NACIONAL DE RECICLAJE LIMITADA | COMPAÑÍA NACIONAL DE RECICLAJE";"Valdivia";"Los Ríos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN";"ILUSTRE MUNICIPALIDAD DE SAN ESTEBAN";2369794;"Municipio";"Valparaíso";"Los Andes";"San Esteban";19;352147;6369788;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";5466;"Declaración";2018;5460838;"SERVICIOS GEA LTDA";"SERVICIOS GEA LIMITADA | SERVICIOS GEA LTDA";"San Felipe";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LO PRADO";"I MUNICIPALIDAD DE LO PRADO";4085308;"Municipio";"Metropolitana";"Santiago";"Lo Prado";19;340252;6298207;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";1,15;"Declaración";2018;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA";"Renca";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";"I MUNICIPALIDAD DE PENAFLOR";4053450;"Municipio";"Metropolitana";"Talagante";"Peñaflor";19;323839;6279867;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";72;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PICA";"I MUNICIPALIDAD DE PICA";5464300;"Municipio";"Tarapacá";"Tamarugal";"Pica";19;465698;7734136;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";1451;"Declaración";2018;879723;"ILUSTRE MUNICIPALIDAD DE PICA";"ILUSTRE MUNICIPALIDAD DE PICA | ILUSTRE MUNICIPALIDAD DE PICA";"Pica";"Tarapacá"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA SERENA";"ILUSTRE MUNICIPALIDAD DE LA SERENA";879933;"Municipio";"Coquimbo";"Elqui";"La Serena";19;282694;6689933;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";182,4;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOTA";"I MUNICIPALIDAD DE LOTA";1963660;"";"Biobío";"Concepción";"Lota";18;663915;5893041;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";15,91216;"Declaración";2018;33161;"PLANTA COPIULEMU";"HIDRONOR CHILE S A | PLANTA COPIULEMU";"Florida";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA CALERA";"ILUSTRE MUNICIPALIDAD DE LA CALERA";5441461;"Municipio";"Valparaíso";"Quillota";"Calera";19;293940;6369967;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";19868;"Declaración";2018;5463094;"VERTEDERO SAN PEDRO";"ELISA GUTIERREZ FONSECA, COMERCIALIZADORA Y SERVICIOS,             EMPRESA INDIVID | VERTEDERO SAN PEDRO";"Quillota";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ";"I MUNICIPALIDAD DE PUCHUNCAVI";4055168;"";"Valparaíso";"Valparaíso";"Puchuncaví";19;273571;6376459;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";7220,78;"Declaración";2018;5461652;"VERTEDERO MUNICIPAL PUCGHUNCAVI";"I MUNICIPALIDAD DE PUCHUNCAVI | VERTEDERO MUNICIPAL PUCHUNCAVI";"Puchuncaví";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Municipio";"Metropolitana";"Santiago";"Renca";19;341643;6302487;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";104,91;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MAULE";"ILUSTRE MUNICIPALIDAD DE MAULE";3022592;"Municipio";"Maule";"Talca";"Maule";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";13741,42;"Declaración";2018;4587897;"CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"ECOMAULE S A | CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"Río Claro";"Maule"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁNGELES";"I MUNICIPALIDAD DE LOS ANGELES";1963508;"Municipio";"Biobío";"Biobío";"Los Angeles";18;734262;5849572;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";395,75;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
